Nodes:30808
449	123.79311833	173.68755674	-133.05107707	Density:0.097845
456	137.54507701	156.45085781	-156.72010672	Density:0.122940
459	134.62746014	155.37289982	-161.61457318	Density:0.087514
462	139.88705271	159.74491162	-161.63740484	Density:0.121864
463	142.19291492	156.43539853	-161.26597625	Density:0.117825
464	136.35911206	155.71028224	-163.88162361	Density:0.098094
465	135.47136401	154.02501523	-157.81391573	Density:0.098005
467	138.55572581	161.87200015	-155.86174548	Density:0.133026
468	136.30559157	161.04270935	-156.51589481	Density:0.119695
472	139.17839458	155.54476964	-147.39943627	Density:0.135899
475	138.02280421	150.20319361	-145.34611579	Density:0.100687
477	135.66711967	150.73039012	-144.46042941	Density:0.128681
478	135.31096028	148.83520079	-147.84477910	Density:0.107869
479	137.42877716	151.33679311	-148.60082085	Density:0.159930
480	135.72496329	154.80692063	-146.43107273	Density:0.124358
482	130.04885266	154.37299312	-149.30505344	Density:0.130950
485	128.84556417	151.12795984	-152.76963116	Density:0.073730
487	125.66415481	151.27204873	-152.07839732	Density:0.106180
491	127.79470402	145.51405887	-155.94629396	Density:0.073225
492	127.89195905	143.96318625	-155.54924474	Density:0.076324
495	128.53886806	144.75278159	-151.78756496	Density:0.076325
496	128.71137898	143.32507875	-150.91471510	Density:0.075799
497	124.34725966	144.78462248	-152.29531667	Density:0.091478
498	126.74953341	148.02596164	-151.74268857	Density:0.084767
499	129.71600059	153.85884043	-153.30396795	Density:0.072674
501	129.36410588	165.03706126	-147.03765335	Density:0.157782
503	130.08283891	166.37923440	-151.41004782	Density:0.115066
505	132.25925055	165.30073713	-154.30019602	Density:0.093445
507	129.94577010	167.11559027	-155.43583217	Density:0.082319
509	132.05760695	166.67073001	-157.74108953	Density:0.090306
511	133.33460676	165.55123506	-159.64282976	Density:0.096464
512	131.34536602	163.56199432	-159.64282976	Density:0.083120
516	138.40493423	177.31426905	-145.24816121	Density:0.160932
518	134.25761982	176.84265183	-145.36107317	Density:0.159855
520	134.70085636	180.42861471	-144.59097370	Density:0.132214
522	131.53175859	179.48323691	-143.07954621	Density:0.111253
524	133.67949304	181.65576345	-140.30344049	Density:0.181190
526	130.46477794	182.77930718	-139.08512711	Density:0.201439
528	125.45800949	181.05150305	-140.69517839	Density:0.105777
529	127.03765349	179.28433073	-140.80291017	Density:0.109101
531	136.44127647	172.61154773	-151.81423620	Density:0.100406
532	134.45203572	174.60078847	-151.81423620	Density:0.105368
535	144.20286758	171.51178177	-150.26831197	Density:0.150571
538	143.96993842	170.96613220	-155.56150122	Density:0.144335
539	143.32044858	170.10276897	-156.12712071	Density:0.151314
540	143.36163639	169.42983306	-152.76240322	Density:0.126321
542	146.17718902	166.35964825	-148.99519789	Density:0.114576
546	150.02007525	168.59514467	-150.05524905	Density:0.109475
548	150.27558749	168.72131047	-147.90072061	Density:0.066706
549	148.28634674	168.72131047	-147.90072061	Density:0.097529
551	147.62823999	160.19503227	-151.24698194	Density:0.090265
553	146.29748934	158.86883788	-152.93816165	Density:0.092049
555	147.59337527	155.42938968	-152.02287764	Density:0.105146
556	148.58799564	157.41863042	-154.01211838	Density:0.124207
558	146.78003488	164.24148321	-157.29045969	Density:0.129047
560	148.30856799	164.21054641	-158.58533344	Density:0.131160
562	150.84513395	165.41586609	-160.28507550	Density:0.129916
563	150.39251250	168.31171377	-159.45863348	Density:0.132070
567	146.37993846	170.60197451	-137.36226846	Density:0.112238
568	146.87724865	168.77850383	-138.19111877	Density:0.141073
570	144.90590067	171.70314911	-137.59859766	Density:0.113924
572	147.72761538	173.19123499	-135.29084714	Density:0.102537
574	149.38847906	170.53867793	-136.78606103	Density:0.090085
576	151.36164064	170.64273019	-139.60081634	Density:0.042718
577	150.71371979	173.79636219	-140.95176066	Density:0.044699
580	142.20686626	162.72899920	-137.61768972	Density:0.109787
583	142.42536362	159.58075442	-134.64856902	Density:0.084864
587	139.90985591	153.33956764	-139.25010685	Density:0.092074
588	143.34939811	153.24147835	-136.98164375	Density:0.109500
589	140.07817501	155.80345420	-137.60148582	Density:0.094634
591	139.22980066	161.37218621	-140.59799400	Density:0.117323
593	139.28593591	163.11434318	-142.64247426	Density:0.111800
594	141.27517665	163.11434318	-143.63709463	Density:0.158295
596	145.97109879	158.93741097	-137.18918061	Density:0.121403
600	147.80014204	158.49433677	-143.03189358	Density:0.131800
601	147.80014204	160.48357751	-143.03189358	Density:0.116348
602	149.23292022	160.52811236	-141.86508528	Density:0.122116
603	147.70704442	162.94648452	-139.40364178	Density:0.120979
605	138.63689813	160.18696822	-137.56898664	Density:0.099488
607	134.98676143	160.05306653	-135.51758608	Density:0.075393
609	131.70273252	162.08457476	-136.57159381	Density:0.069026
610	132.11715767	160.59264420	-138.39506449	Density:0.078616
617	148.93158877	203.40922872	-109.74734489	Density:0.100747
619	150.58695015	205.95045686	-112.27176769	Density:0.089067
622	152.85379592	208.39030416	-111.72864899	Density:0.099007
623	152.72035537	209.48022981	-111.25280342	Density:0.097719
625	148.66689087	210.49116334	-111.27429105	Density:0.092583
628	147.22635568	213.20028874	-112.04082167	Density:0.095301
630	145.38634345	213.34596879	-113.69825795	Density:0.102537
633	143.91222301	205.95886959	-109.95903689	Density:0.112227
634	141.38488570	205.56118839	-113.32083359	Density:0.087803
636	141.80125760	211.14123419	-116.78366227	Density:0.081805
637	144.66095863	211.06744827	-117.44405795	Density:0.091278
638	146.02806358	210.77307340	-108.49492773	Density:0.114715
640	141.65261143	203.93126296	-111.30173749	Density:0.091986
642	141.44480997	202.71177131	-106.57230369	Density:0.109470
645	142.20855793	200.01000944	-104.15723615	Density:0.117008
650	137.98609621	199.11481932	-94.91957812	Density:0.138466
651	135.22039360	201.39985709	-100.08455608	Density:0.160757
652	142.37762343	199.93334523	-98.85960940	Density:0.140312
653	144.21920736	202.60575212	-99.57601855	Density:0.123965
