Nodes:30808
133	139.22984119	178.37459080	-132.62240049	1	Density:0.480595
136	150.83114650	179.13500031	-124.81912666	1	Density:0.092160
137	150.22986602	178.22319093	-124.68944120	1	Density:0.232955
140	150.26483442	170.21240041	-126.52941805	1	Density:0.257919
142	151.13927884	166.94976180	-128.14442525	1	Density:0.063202
144	154.99536517	167.37228214	-129.10630340	1	Density:0.024259
145	155.76473416	166.68440314	-125.93789562	1	Density:0.086169
147	152.21659733	169.87624865	-130.06964104	1	Density:0.030250
148	153.19529059	171.27319900	-132.72449424	1	Density:0.015272
154	142.04844951	180.71641518	-104.68809348	1	Density:0.098151
156	143.17068145	181.79908243	-102.87962130	1	Density:0.167051
157	142.42711425	184.26328287	-104.31117562	1	Density:0.085170
161	141.48194680	180.10371121	-100.49022047	1	Density:0.097153
163	142.40819495	182.88403381	-100.59988779	1	Density:0.224967
164	142.92912417	184.30459439	-100.90873339	1	Density:0.149077
167	136.32484490	184.54330328	-98.52164450	1	Density:0.137095
168	134.32757739	185.92228017	-101.22380358	1	Density:0.067196
169	134.29464898	180.84165364	-101.21191051	1	Density:0.066198
170	137.57537838	177.94618474	-103.99603821	1	Density:0.087167
172	143.41874342	182.86629177	-110.12337430	1	Density:0.082175
175	147.23078391	181.03762193	-110.19381719	1	Density:0.051220
177	146.93114012	180.24476981	-113.24032760	1	Density:0.119121
179	148.74443410	180.88952166	-112.23102530	1	Density:0.148079
181	151.03277695	182.60343553	-111.63054659	1	Density:0.108137
183	153.42292029	183.25477101	-108.13301850	1	Density:0.072189
184	150.94770031	183.93555955	-108.96989720	1	Density:0.178035
185	143.74724096	180.79111753	-112.17217536	1	Density:0.051220
188	142.46510541	185.99611391	-117.26296275	1	Density:0.088166
192	145.70252666	186.74802246	-122.91855817	1	Density:0.008282
194	148.21766468	187.38322422	-122.32303455	1	Density:0.113129
196	148.72748042	181.08625448	-119.89917007	1	Density:0.053217
198	153.07261669	185.60773070	-118.53930064	1	Density:0.065199
199	152.16977318	185.89378110	-122.13795883	1	Density:0.027254
201	140.96253276	186.48078787	-124.47298272	1	Density:0.005286
203	141.29400081	185.33970458	-125.83579502	1	Density:0.104143
204	140.70790317	188.00540406	-126.24003026	1	Density:0.010279
205	141.57426289	185.84182445	-120.61334129	1	Density:0.059208
207	137.03359416	189.75207006	-117.91696671	1	Density:0.084172
210	135.74350101	191.45911405	-118.32490938	1	Density:0.026256
211	137.82225258	192.33962747	-117.89002622	1	Density:0.106140
212	135.11867786	191.03400190	-115.68191005	1	Density:0.085170
217	127.90926912	187.78619748	-101.85204091	1	Density:0.131103
221	126.85727039	186.56760971	-95.28712448	1	Density:0.047225
223	128.55062040	185.55153688	-93.91960976	1	Density:0.044230
224	128.86270169	184.08508230	-96.07260640	1	Density:0.034244
225	126.09673948	188.65024721	-99.33485706	1	Density:0.151074
228	122.18950334	187.99538876	-96.92059204	1	Density:0.098151
230	121.12736174	186.83677607	-94.66688355	1	Density:0.104143
232	121.06659968	183.45008986	-93.82791815	1	Density:0.086169
233	118.39392683	184.35822486	-93.66506162	1	Density:0.058209
235	119.60817314	186.74992104	-100.21273137	1	Density:0.082175
236	120.41866344	184.99808446	-101.07875503	1	Density:0.082175
239	134.14975527	186.68538087	-105.94392665	1	Density:0.095156
240	134.32214241	187.71517624	-106.74000341	1	Density:0.094157
242	131.99688268	191.58237769	-106.51524170	1	Density:0.060206
246	131.76582182	194.73021644	-99.39421906	1	Density:0.081176
248	132.19853386	197.57544900	-99.62054003	1	Density:0.093159
251	133.00903684	198.97232909	-101.22778066	1	Density:0.050221
252	133.33312869	198.51641456	-103.46465632	1	Density:0.060206
253	129.80770295	201.54169332	-103.18318094	1	Density:0.073188
256	130.56039030	188.80897419	-98.81065703	1	Density:0.047225
257	130.18695933	190.32690803	-98.60462542	1	Density:0.093159
259	137.94790038	191.84841313	-99.45818316	1	Density:0.155068
260	137.94790038	191.84841313	-103.43666465	1	Density:0.127109
262	131.96180125	195.20427700	-107.47835010	1	Density:0.197007
264	130.72785039	197.21702410	-108.02901947	1	Density:0.063202
266	130.34442480	197.63336786	-110.20539785	1	Density:0.039237
267	132.33366555	196.30720737	-112.19463859	1	Density:0.089164
270	124.26102521	186.18637774	-112.83970804	1	Density:0.078180
272	125.31660544	187.95095405	-114.87409431	1	Density:0.087167
273	127.10535701	186.36632218	-115.22056874	1	Density:0.197007
277	118.29669832	187.28432163	-107.88450281	1	Density:0.076183
279	119.16695968	190.49760686	-106.80206748	1	Density:0.039237
281	116.00902112	191.03310947	-108.04238499	1	Density:0.081176
283	117.23615655	192.89947952	-104.95292943	1	Density:0.054215
285	114.39345841	195.00108965	-102.19404150	1	Density:0.057211
287	112.34842983	188.97940771	-105.15247004	1	Density:0.033246
288	112.34842983	188.97940771	-103.16322929	1	Density:0.099150
290	119.14212564	188.04449578	-111.45092728	1	Density:0.121118
292	118.28174755	188.86500856	-114.61125828	1	Density:0.077182
293	120.27098829	188.86500856	-114.61125828	1	Density:0.095156
296	115.87977082	182.88809959	-110.79874049	1	Density:0.044230
299	113.80706305	183.23268960	-114.14065511	1	Density:0.102145
300	113.80230981	180.38219229	-112.25389389	1	Density:0.062204
301	116.05910256	180.99699307	-114.21994621	1	Density:0.137095
303	120.62710874	181.19935192	-113.41944184	1	Density:0.081176
304	122.33458006	181.06699932	-113.73275861	1	Density:0.060206
310	126.51668607	175.62396103	-100.68775753	1	Density:0.109135
312	126.39574057	174.16138903	-98.40999593	1	Density:0.094157
313	124.39733844	174.74873123	-99.00284901	1	Density:0.089164
314	125.94217334	176.27378739	-104.08767263	1	Density:0.083173
316	120.55741200	176.26803594	-105.65568548	1	Density:0.048224
318	119.21048900	171.98554499	-107.44738703	1	Density:0.158064
319	120.40403344	171.45508079	-105.72337838	1	Density:0.093159
321	123.87113405	173.28978386	-112.64500777	1	Density:0.087167
323	123.99895848	170.92024899	-113.18031185	1	Density:0.090163
326	122.59664487	167.82992640	-113.82730233	1	Density:0.091161
327	123.29529550	170.61301545	-116.63939836	1	Density:0.059208
328	125.19964885	169.20332988	-113.86555201	1	Density:0.088166
331	133.73216759	174.76147993	-109.88965039	1	Density:0.106140
332	134.17501461	173.71833838	-110.81022961	1	Density:0.171045
334	133.00352261	171.64033893	-110.20306915	1	Density:0.132102
336	131.37088772	170.28171366	-112.99627540	1	Density:0.102145
338	133.24906461	168.55235234	-110.99056000	1	Density:0.132102
340	132.64389589	165.75053211	-107.53734580	1	Density:0.133100
341	134.71032761	165.74956274	-108.96576991	1	Density:0.080177
348	131.65284945	171.65701921	-125.75773124	1	Density:0.069193
351	133.56725997	174.17416716	-126.88576726	1	Density:0.070192
352	135.16327824	170.35029931	-126.90609281	1	Density:0.086169
355	132.48407223	166.23518928	-132.40187747	1	Density:0.108137
356	131.67874410	167.32704095	-135.59433048	1	Density:0.110134
358	131.77524465	172.54035909	-133.99702016	1	Density:0.113129
360	130.73525878	170.80986728	-137.18995939	1	Density:0.059208
362	127.82364040	168.37910367	-138.80733682	1	Density:0.044230
363	127.16056015	169.70526417	-138.14425657	1	Density:0.068195
365	131.51051225	169.59216120	-122.18969198	1	Density:0.071191
366	131.17897213	172.90756244	-122.18969198	1	Density:0.064201
368	126.10424183	166.25628400	-124.65307714	1	Density:0.103144
370	124.97488090	166.10185836	-128.75327748	1	Density:0.111132
373	127.11901115	160.43486147	-128.14513820	1	Density:0.096154
375	124.77527630	162.09162008	-131.73042465	1	Density:0.087167
376	127.13407901	161.36458594	-131.15763526	1	Density:0.101147
377	126.23013360	163.36949476	-125.87953870	1	Density:0.085170
381	120.77627496	175.76580699	-119.27200930	1	Density:0.042233
382	121.77032713	174.93822542	-119.29743682	1	Density:0.063202
385	124.47354477	182.50992919	-122.65303431	1	Density:0.067196
388	127.01253362	185.46672496	-123.51245996	1	Density:0.035243
390	127.97709420	185.72695348	-126.09189147	1	Density:0.067196
392	127.16336202	189.06587578	-127.37431829	1	Density:0.101147
393	128.31289145	188.12974912	-127.76696639	1	Density:0.074186
395	121.14601421	184.97624235	-126.61348544	1	Density:0.131103
396	119.15677346	183.98162198	-123.62962433	1	Density:0.107138
397	120.30244484	180.59736260	-123.72456522	1	Density:0.084172
402	111.70435569	169.21500124	-128.94302074	1	Density:0.078180
403	110.37819519	169.87808149	-126.95378000	1	Density:0.145083
406	107.23602488	177.57924728	-124.61450881	1	Density:0.115127
408	105.22434259	176.74766920	-126.21626623	1	Density:0.086169
410	102.73094009	175.03312595	-126.27715414	1	Density:0.096154
411	103.16765919	173.03586723	-125.95701258	1	Density:0.138093
413	109.22757688	177.47258094	-125.13465516	1	Density:0.105141
415	113.03935360	179.36025271	-124.50767046	1	Density:0.086169
416	113.03935360	179.36025271	-126.49691121	1	Density:0.090163
419	116.42787205	169.66270967	-131.98883462	1	Density:0.116125
422	121.12493423	167.10444099	-133.64838317	1	Density:0.075185
423	122.11955460	167.10444099	-132.65376280	1	Density:0.087167
425	115.29985803	164.07145836	-132.88991393	1	Density:0.053217
426	113.79655225	164.39313273	-132.58000203	1	Density:0.035243
427	115.71057268	168.93621552	-127.93629639	1	Density:0.078180
429	116.97053745	169.75600478	-121.38354930	1	Density:0.096154
432	117.96211035	168.79141057	-118.81207960	1	Density:0.059208
433	118.05249138	170.36654275	-118.44486178	1	Density:0.053217
434	114.92571363	172.98470471	-119.94735771	1	Density:0.198006
438	120.01567003	179.49839931	-133.16134652	1	Density:0.100148
440	125.56337972	182.56645469	-131.15508743	1	Density:0.155068
442	128.46691637	181.35104733	-135.05379759	1	Density:0.091161
443	127.54904531	182.75866692	-133.37292536	1	Density:0.251928
445	122.16304017	176.25543753	-137.91473561	1	Density:0.104143
447	120.96075185	175.10898599	-138.47082353	1	Density:0.137095
448	122.76167882	173.08433696	-137.96038305	1	Density:0.082175
449	123.79311833	173.68755674	-133.05107707	1	Density:0.151074
456	137.54507701	156.45085781	-156.72010672	1	Density:0.112131
459	134.62746014	155.37289982	-161.61457318	1	Density:0.112131
462	139.88705271	159.74491162	-161.63740484	1	Density:0.132102
463	142.19291492	156.43539853	-161.26597625	1	Density:0.115127
464	136.35911206	155.71028224	-163.88162361	1	Density:0.098151
465	135.47136401	154.02501523	-157.81391573	1	Density:0.083173
467	138.55572581	161.87200015	-155.86174548	1	Density:0.130105
468	136.30559157	161.04270935	-156.51589481	1	Density:0.191016
472	139.17839458	155.54476964	-147.39943627	1	Density:0.148079
475	138.02280421	150.20319361	-145.34611579	1	Density:0.125112
477	135.66711967	150.73039012	-144.46042941	1	Density:0.179034
478	135.31096028	148.83520079	-147.84477910	1	Density:0.084172
479	137.42877716	151.33679311	-148.60082085	1	Density:0.255922
480	135.72496329	154.80692063	-146.43107273	1	Density:0.106140
482	130.04885266	154.37299312	-149.30505344	1	Density:0.131103
485	128.84556417	151.12795984	-152.76963116	1	Density:0.083173
487	125.66415481	151.27204873	-152.07839732	1	Density:0.101147
491	127.79470402	145.51405887	-155.94629396	1	Density:0.082175
492	127.89195905	143.96318625	-155.54924474	1	Density:0.083173
495	128.53886806	144.75278159	-151.78756496	1	Density:0.057211
496	128.71137898	143.32507875	-150.91471510	1	Density:0.066198
497	124.34725966	144.78462248	-152.29531667	1	Density:0.125112
498	126.74953341	148.02596164	-151.74268857	1	Density:0.061205
499	129.71600059	153.85884043	-153.30396795	1	Density:0.104143
501	129.36410588	165.03706126	-147.03765335	1	Density:0.144084
503	130.08283891	166.37923440	-151.41004782	1	Density:0.108137
505	132.25925055	165.30073713	-154.30019602	1	Density:0.079179
507	129.94577010	167.11559027	-155.43583217	1	Density:0.063202
509	132.05760695	166.67073001	-157.74108953	1	Density:0.053217
511	133.33460676	165.55123506	-159.64282976	1	Density:0.088166
512	131.34536602	163.56199432	-159.64282976	1	Density:0.138093
516	138.40493423	177.31426905	-145.24816121	1	Density:0.263910
518	134.25761982	176.84265183	-145.36107317	1	Density:0.132102
520	134.70085636	180.42861471	-144.59097370	1	Density:0.118122
522	131.53175859	179.48323691	-143.07954621	1	Density:0.165054
524	133.67949304	181.65576345	-140.30344049	1	Density:0.272897
526	130.46477794	182.77930718	-139.08512711	1	Density:0.101147
528	125.45800949	181.05150305	-140.69517839	1	Density:0.112131
529	127.03765349	179.28433073	-140.80291017	1	Density:0.130105
531	136.44127647	172.61154773	-151.81423620	1	Density:0.099150
532	134.45203572	174.60078847	-151.81423620	1	Density:0.143086
535	144.20286758	171.51178177	-150.26831197	1	Density:0.198006
538	143.96993842	170.96613220	-155.56150122	1	Density:0.097153
539	143.32044858	170.10276897	-156.12712071	1	Density:0.096154
540	143.36163639	169.42983306	-152.76240322	1	Density:0.162058
542	146.17718902	166.35964825	-148.99519789	1	Density:0.089164
546	150.02007525	168.59514467	-150.05524905	1	Density:0.057211
548	150.27558749	168.72131047	-147.90072061	1	Density:0.004288
549	148.28634674	168.72131047	-147.90072061	1	Density:0.019266
551	147.62823999	160.19503227	-151.24698194	1	Density:0.110134
553	146.29748934	158.86883788	-152.93816165	1	Density:0.129106
555	147.59337527	155.42938968	-152.02287764	1	Density:0.069193
556	148.58799564	157.41863042	-154.01211838	1	Density:0.081176
558	146.78003488	164.24148321	-157.29045969	1	Density:0.098151
560	148.30856799	164.21054641	-158.58533344	1	Density:0.126111
562	150.84513395	165.41586609	-160.28507550	1	Density:0.123115
563	150.39251250	168.31171377	-159.45863348	1	Density:0.143086
567	146.37993846	170.60197451	-137.36226846	1	Density:0.120119
568	146.87724865	168.77850383	-138.19111877	1	Density:0.146082
570	144.90590067	171.70314911	-137.59859766	1	Density:0.124114
572	147.72761538	173.19123499	-135.29084714	1	Density:0.075185
574	149.38847906	170.53867793	-136.78606103	1	Density:0.069193
576	151.36164064	170.64273019	-139.60081634	1	Density:0.025257
577	150.71371979	173.79636219	-140.95176066	1	Density:0.052218
580	142.20686626	162.72899920	-137.61768972	1	Density:0.099150
583	142.42536362	159.58075442	-134.64856902	1	Density:0.065199
587	139.90985591	153.33956764	-139.25010685	1	Density:0.063202
588	143.34939811	153.24147835	-136.98164375	1	Density:0.126111
589	140.07817501	155.80345420	-137.60148582	1	Density:0.129106
591	139.22980066	161.37218621	-140.59799400	1	Density:0.176038
593	139.28593591	163.11434318	-142.64247426	1	Density:0.097153
594	141.27517665	163.11434318	-143.63709463	1	Density:0.087167
596	145.97109879	158.93741097	-137.18918061	1	Density:0.171045
600	147.80014204	158.49433677	-143.03189358	1	Density:0.106140
601	147.80014204	160.48357751	-143.03189358	1	Density:0.098151
602	149.23292022	160.52811236	-141.86508528	1	Density:0.080177
603	147.70704442	162.94648452	-139.40364178	1	Density:0.130105
605	138.63689813	160.18696822	-137.56898664	1	Density:0.112131
607	134.98676143	160.05306653	-135.51758608	1	Density:0.080177
609	131.70273252	162.08457476	-136.57159381	1	Density:0.073188
610	132.11715767	160.59264420	-138.39506449	1	Density:0.089164
617	148.93158877	203.40922872	-109.74734489	1	Density:0.107138
619	150.58695015	205.95045686	-112.27176769	1	Density:0.097153
622	152.85379592	208.39030416	-111.72864899	1	Density:0.098151
623	152.72035537	209.48022981	-111.25280342	1	Density:0.101147
625	148.66689087	210.49116334	-111.27429105	1	Density:0.067196
628	147.22635568	213.20028874	-112.04082167	1	Density:0.116125
630	145.38634345	213.34596879	-113.69825795	1	Density:0.083173
633	143.91222301	205.95886959	-109.95903689	1	Density:0.106140
634	141.38488570	205.56118839	-113.32083359	1	Density:0.085170
636	141.80125760	211.14123419	-116.78366227	1	Density:0.090163
637	144.66095863	211.06744827	-117.44405795	1	Density:0.094157
638	146.02806358	210.77307340	-108.49492773	1	Density:0.095156
640	141.65261143	203.93126296	-111.30173749	1	Density:0.088166
642	141.44480997	202.71177131	-106.57230369	1	Density:0.132102
645	142.20855793	200.01000944	-104.15723615	1	Density:0.085170
650	137.98609621	199.11481932	-94.91957812	1	Density:0.107138
651	135.22039360	201.39985709	-100.08455608	1	Density:0.109135
652	142.37762343	199.93334523	-98.85960940	1	Density:0.046227
653	144.21920736	202.60575212	-99.57601855	1	Density:0.177037
654	143.93833545	202.57607301	-102.74027138	1	Density:0.156067
657	136.64571485	206.50048763	-106.33876022	1	Density:0.082175
660	133.48623075	207.89439765	-108.27262570	1	Density:0.118122
661	135.10056614	206.31287424	-111.28248559	1	Density:0.066198
662	137.25523838	204.66352907	-109.15600686	1	Density:0.085170
663	136.89745981	201.95335571	-104.75056743	1	Density:0.295864
667	146.60040224	193.84653174	-106.09058446	1	Density:0.107138
669	146.19847998	193.91710023	-104.93621350	1	Density:0.137095
671	144.61588205	195.79964463	-101.56809901	1	Density:0.089164
673	145.17349703	193.00244465	-101.12051016	1	Density:0.060206
674	147.78244191	193.34569701	-101.17549291	1	Density:0.037240
676	144.11427700	192.87935415	-112.30998012	1	Density:0.093159
677	145.21280123	191.29896705	-112.34583643	1	Density:0.110134
681	154.07085632	198.35215169	-112.89843775	1	Density:0.024259
682	152.94595792	199.14775686	-112.59412888	1	Density:0.052218
684	151.76796332	189.46360016	-110.84298009	1	Density:0.071191
686	153.08511257	189.63118572	-110.34635189	1	Density:0.013275
687	153.37332796	190.36297443	-112.40644228	1	Density:0.089164
689	153.14953382	200.93448743	-122.01959832	1	Density:0.095156
693	156.59092693	211.14357269	-133.41419815	1	Density:0.047225
697	164.95183671	215.44465485	-131.98295448	1	Density:0.079179
698	164.33468234	213.95812346	-131.86714236	1	Density:0.116125
702	168.54483430	215.52491717	-136.21394025	1	Density:0.122116
703	171.52515783	215.52632734	-136.21409194	1	Density:0.062204
704	165.44400692	214.24532026	-137.17790620	1	Density:0.083173
705	163.31123094	212.88840536	-135.40240579	1	Density:0.064201
707	157.09659957	213.69818770	-136.92506300	1	Density:0.015272
710	156.37422554	220.11263812	-138.18799826	1	Density:0.048224
711	153.82982684	218.24421561	-137.53308914	1	Density:0.053217
712	155.33964543	215.08082230	-138.51647109	1	Density:0.019266
715	147.32176380	211.44927186	-137.78210301	1	Density:0.047225
718	145.96188710	212.34276225	-142.07262806	1	Density:0.069193
719	145.16619081	210.29668606	-142.75465345	1	Density:0.070192
722	142.81769310	205.82461192	-135.15932466	1	Density:0.039237
724	140.89516145	204.54299607	-133.49961892	1	Density:0.031249
725	137.68239430	207.94112297	-135.81358286	1	Density:0.058209
727	146.15803411	210.55431296	-142.62253038	1	Density:0.070192
730	149.83434078	212.59184480	-142.69431663	1	Density:0.048224
731	150.82896115	210.60260406	-143.68893701	1	Density:0.052218
734	143.48599969	213.43854598	-146.35972889	1	Density:0.060206
735	145.34513282	209.68788891	-147.92508976	1	Density:0.112131
738	145.16989651	218.33676842	-128.35198070	1	Density:0.060206
740	143.39038944	221.58416851	-129.38947172	1	Density:0.113129
742	142.02090016	221.44339116	-132.17400629	1	Density:0.147080
745	141.84990173	224.79461779	-131.71237494	1	Density:0.081176
747	137.49813488	220.96549175	-137.19989288	1	Density:0.020265
750	146.29511702	215.05399036	-140.13940267	1	Density:0.048224
752	131.77911631	211.51375972	-146.26595532	1	Density:0.079179
753	136.59571161	214.72437286	-144.87615022	1	Density:0.103144
754	134.43498091	218.61651906	-141.15010102	1	Density:0.054215
756	141.70247928	216.54826769	-131.57293420	1	Density:0.093159
757	141.54824472	215.61334419	-133.33600785	1	Density:0.084172
763	149.23075812	215.91493137	-129.74656227	1	Density:0.136096
764	148.83765351	211.94306546	-129.32354815	1	Density:0.084172
765	145.85123753	220.37191045	-126.43816138	1	Density:0.064201
767	141.31990576	217.70966425	-124.07522144	1	Density:0.070192
770	140.63458331	219.95783456	-121.41552837	1	Density:0.056212
772	140.89581252	222.69569838	-121.04669688	1	Density:0.079179
774	140.78151742	224.25851721	-119.92074712	1	Density:0.062204
775	142.09362899	223.59019190	-122.42078640	1	Density:0.076183
776	139.46718996	217.96781785	-125.15880800	1	Density:0.105141
777	144.93254239	211.45612484	-123.21701734	1	Density:0.100148
782	150.11470918	219.26511148	-121.74600088	1	Density:0.080177
784	154.61882553	219.80717606	-121.43611547	1	Density:0.062204
785	153.79236155	222.36891189	-122.47303555	1	Density:0.060206
786	151.40288616	215.84043309	-120.52476619	1	Density:0.070192
790	151.83537892	208.31129506	-121.63122873	1	Density:0.051220
791	153.74103539	207.72173334	-122.39227105	1	Density:0.073188
792	156.91737312	208.85916416	-121.99454550	1	Density:0.062204
793	155.08042559	211.94053000	-121.04296789	1	Density:0.141089
798	167.81941571	220.81019254	-125.41350751	1	Density:0.061205
800	165.99424620	222.86822662	-129.55406429	1	Density:0.083173
802	171.97094443	220.64752635	-127.54149281	1	Density:0.064201
803	170.31975062	218.85553045	-128.56078184	1	Density:0.065199
805	162.52950052	222.30785993	-122.62620819	1	Density:0.071191
808	168.15797323	221.73733797	-118.17628008	1	Density:0.170047
809	168.15797323	223.72657871	-118.17628008	1	Density:0.127109
810	166.78791201	223.59799461	-121.16370183	1	Density:0.127109
812	164.30818459	218.37805118	-121.56000237	1	Density:0.133100
814	166.80830829	214.86647168	-122.74761984	1	Density:0.160061
816	167.23181851	218.97917280	-117.76526453	1	Density:0.167051
818	157.37695142	218.42394989	-128.61403251	1	Density:0.059208
820	156.33856840	221.34397085	-125.91260635	1	Density:0.159063
822	155.00379080	222.02109771	-129.93350969	1	Density:0.079179
823	153.62402258	220.69227286	-129.00198350	1	Density:0.101147
827	137.49204427	207.79622951	-137.02757599	1	Density:0.068195
829	136.88859069	206.05879485	-138.30387000	1	Density:0.083173
830	136.96902261	204.28140308	-139.21804308	1	Density:0.040236
832	132.58234219	208.90456233	-131.36667379	1	Density:0.059208
834	129.39779157	212.55534662	-130.84909044	1	Density:0.160061
836	130.09651837	214.43433794	-132.09736153	1	Density:0.181031
839	130.32113396	219.06679736	-132.65186865	1	Density:0.123115
840	130.58636606	217.14386464	-130.06585568	1	Density:0.094157
841	133.51266935	216.03458071	-133.03956454	1	Density:0.039237
847	131.27659140	194.73369179	-121.02144940	1	Density:0.034244
848	130.93978458	195.27579332	-122.99825032	1	Density:0.034244
851	135.57165570	195.19417104	-127.51115668	1	Density:0.174041
854	138.15282576	190.46612607	-131.82198431	1	Density:0.059208
856	137.44620653	189.92013859	-131.01129806	1	Density:0.059208
857	137.44620653	191.90937933	-133.00053881	1	Density:0.075185
859	140.21716847	198.32804978	-122.43633929	1	Density:0.024259
861	140.78674754	198.42603209	-119.69113425	1	Density:0.066198
865	147.42928206	201.76026175	-121.72991533	1	Density:0.033246
866	149.05361562	201.72073849	-123.70981519	1	Density:0.034244
868	146.88939236	194.25234772	-124.36589062	1	Density:0.022262
869	148.87863311	196.24158846	-124.36589062	1	Density:0.057211
870	144.30504996	200.19696544	-121.36378137	1	Density:0.013275
872	135.78864711	199.47650945	-121.63963008	1	Density:0.050221
873	136.76317526	199.10406619	-123.27827866	1	Density:0.068195
875	132.71661149	206.71986414	-120.23777026	1	Density:0.113129
881	132.69446785	216.18703900	-114.90483326	1	Density:0.111132
883	130.68785690	218.14197266	-117.28037251	1	Density:0.059208
885	127.79933546	218.41779345	-116.45325765	1	Density:0.056212
886	127.79873045	216.43014269	-116.45411983	1	Density:0.129106
888	129.27024841	209.25383186	-113.15938427	1	Density:0.074186
889	130.07574391	209.73192646	-113.32550285	1	Density:0.052218
891	136.22099172	210.22141342	-116.43507697	1	Density:0.070192
893	138.52317305	211.89613272	-118.25561935	1	Density:0.056212
895	138.90783410	211.91551211	-115.84516933	1	Density:0.084172
897	140.43788051	207.89049617	-119.07619641	1	Density:0.061205
898	143.49301077	209.37619376	-119.28770688	1	Density:0.078180
902	134.25338269	208.57833221	-125.48209515	1	Density:0.066198
903	132.26414194	210.56757295	-126.47671552	1	Density:0.090163
906	131.42808661	218.16850413	-128.88739652	1	Density:0.051220
907	129.22979386	218.29704545	-125.75870271	1	Density:0.072189
908	130.11134093	214.58056987	-125.41026805	1	Density:0.169048
909	130.15269522	211.47049121	-122.35818314	1	Density:0.042233
910	129.81789964	209.25107082	-119.82037520	1	Density:0.069193
915	126.93224214	207.81012066	-106.37087042	1	Density:0.143086
917	126.43086581	205.64619102	-103.49142892	1	Density:0.112131
